Importer.Exporter Combination,2018_10,2018_11,2018_12,2019_1,2019_10,2019_11,2019_12,2019_2,2019_3,2019_4,2019_5,2019_6,2019_7,2019_8,2019_9
United Arab Emirates_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom_United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States_Australia,0.0,0.02805,0.0,0.0,0.0,0.03,0.024997,0.054176,0.0,0.054022,0.0,0.0,0.0,0.0495,0.0
United States_Brazil,0.0534,0.103043,0.0,0.053914,0.107798,0.055,0.108887,0.053699,0.04975,0.055,0.106392,0.05816,0.053987,0.103497,0.0
United States_Canada,0.001301,0.00133,0.0,0.002109,0.0,0.0,0.0,0.000665,0.000514,0.001818,0.001053,0.000369,0.000512,0.0,0.000105
United States_China,0.01269,0.001088,0.0,0.004992,0.001233,0.002487,0.0058909999999999995,0.000178,0.001599,0.0,0.0,0.0043,0.0,0.00265,0.005402
United States_Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States_Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05281
United States_Guyana,0.0066,0.036086,0.019539,0.011634,0.009397,0.017308999999999998,0.017847,0.01189,0.008974,0.017864,0.017044999999999998,0.011914,0.034718,0.012471,0.013451000000000001
United States_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000125,0.0,0.0,0.0
United States_Jamaica,0.255092,0.318754,0.191213,0.255146,0.320601,0.356023,0.241408,0.190205,0.170288,0.302318,0.31797,0.320137,0.30921,0.252181,0.256844
United States_Netherlands,3.7e-05,0.000122,7.6e-05,0.000122,5.9000000000000004e-05,0.0,3.6e-05,4.6e-05,0.000119,7.6e-05,0.000171,0.003676,4e-05,0.0,0.0
United States_Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States_Turkey,0.02188,0.065865,0.0,0.1335,0.0,0.028139,7.1e-05,0.0,0.0,0.054411,0.072049,0.021285,0.043271000000000004,0.049335,0.0
United States_United Kingdom,0.0,0.0,0.0,0.0,4e-06,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,6e-06,0.0,0.0
Uruguay_Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan_Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuela_United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam_China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam_India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam_United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
