Province,county,china_bx_data2_id,deposit_mine,inventory_000_t,geological_endowment_000_t,inventory_reference,endowment_reference,filter_for_DDM
Shanxi,Yuanqu,571,Yangqu Total,0,20000,-,CM Research,
Shanxi,Zhongyang,572,Zhongyang Xiazaolin,0,10499.6,BHL2005,BHL2005,
Shanxi,Zhongyang,573,Zhongyang County Shuiquangou Mine,1886,1886,BHL2008,BHL2008,
Shanxi,Zhongyang,574,Zhongyang County Sucun Mine (Sucun Mine),5449,15309.4,BHL2005,BHL2005,
Shanxi,Zuoquan,575,Zuoquan County Qinghedian Mine Bauxite Reconnaissance,0,66764.9,-,REF 08-13 New Discoveries Document,
Sichuan,Guangyuan,576,Zhuyuan-Fengtaishan,0,10466,-,CM Research,
Sichuan,Guangyuan,577,Yangmu,0,27000,-,CM Research,
Sichuan,Lushan,578,Dabaiyan,14520,87360,"CM Research, Lushan Investment Bureau in Sichuan Province 2007","CM Research, Lushan Investment Bureau in Sichuan Province 2007",
Sichuan,Miyi,579,-,1160,6160,"CM Research, Call to Investment Bureau 2007","CM Research, Call to Investment Bureau 2007",
Sichuan,Tianquan,580,Ganhe,4540,4540,"??????????????-???????-?????????????????, http://www.zgsxzs.com/a/picture2/zhengfuzhaoshang/2011/0923/27000.html","??????????????-???????-?????????????????, http://www.zgsxzs.com/a/picture2/zhengfuzhaoshang/2011/0923/27000.html",
Xinjiang,Xinjiang,581,-,553.2,553.2,BHL2008,BHL2008,
Yunnan,Annin,582,Annin City Caopu Bauxite Mine,891,891,BHL2008,BHL2008,
Yunnan,Annin,583,Annin City Min'aihe County Ermudashicong Bauxite Mine,3275,3275,BHL2008,BHL2008,
Yunnan,Annin,584,Annin City Wenquan Bauxite Mine,346,346,BHL2008,BHL2008,
Yunnan,Annin,585,Annin City Xianjie Dahongxiang Village Bauxite Mine,1027,1027,BHL2008,BHL2008,
Yunnan,Chengong,586,Chengong County Qidian Matoushan Bauxite Mine,969,969,BHL2008,BHL2008,
Yunnan,Fumin,587,Fumin County Chijiu Bauxite Mine,1942,1942,BHL2008,BHL2008,
Yunnan,Fumin,588,Fumin County Laomeishan Bauxite Mine,1402,1402,BHL2008,BHL2008,
Yunnan,Guangnan,589,Guangnan County Banmao Bauxite Mine,7052,7052,BHL2008,BHL2008,
Yunnan,Guangnan,590,Guangnan County Jiaba Area Bauxite Prospecting,971,3085,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Yunnan,Gudu,591,Gudu District Dabanqiao Bauxite Mine,3654,3654,BHL2008,BHL2008,
Yunnan,Heqing,592,Heqing County Zhongwo Bauxite Mine,239,239,BHL2008,BHL2008,
Yunnan,Hongta,593,Hongta Xiaoshiqiao Bauxite Mine,147,147,BHL2008,BHL2008,
Yunnan,Jinnin,594,Jinnin County Niulian Village Bauxite Mine,259,259,BHL2008,BHL2008,
Yunnan,Ludian,595,Shuimo Bx mine,0,20100,-,CM Research,
Yunnan,Malipo,596,Yaorentang,1686.9,3464.3,"???????????????????????, http://www.docin.com/p-614809996.html","???????????????????????, http://www.docin.com/p-614809996.html",
Yunnan,Songming,597,Songming County Aziyin Bauxite Mine,1141,1141,BHL2008,BHL2008,
Yunnan,Wenshan,598,Banmao Bx Mine,6266.8,6266.8,"??????????? ???????, http://www.docin.com/p-1361515794.html","??????????? ???????, http://www.docin.com/p-1361515794.html",
Yunnan,Wenshan,599,Maijiuping Bx Mine,20049.2,20049.2,"?????????????????????????, http://wenku.baidu.com/link?url=P1CTZRTFSySeLXdJSW9R6z9veJ87Bn6SOKVyik72OqM84sgAA6R73zJPVuGOlYN_gCitvk0MzBqViorC74wEEcfJiPK8F74Pqr4l84UUWzu","?????????????????????????, http://wenku.baidu.com/link?url=P1CTZRTFSySeLXdJSW9R6z9veJ87Bn6SOKVyik72OqM84sgAA6R73zJPVuGOlYN_gCitvk0MzBqViorC74wEEcfJiPK8F74Pqr4l84UUWzu",
Yunnan,Wenshan,600,Hongsheke Bx Mine,13931,13931,"?????????????????????????..., http://www.docin.com/p-573384106.html","?????????????????????????..., http://www.docin.com/p-573384106.html",
Yunnan,Wenshan,601,Wenshan County Dashipen Bauxite Mine (perv incorrectly Dashipeng),17943.2,17943.2,-,-,
Yunnan,Wenshan,602,Wenshan County Yangliujing Bauxite Mine (prev incorrectly  Yangliujin),9338.1,9338.1,-,-,
Yunnan,Wenshan,603,Wenshan County TianshanQiao - Yanshan County Ameng Area Bauxite Prospecting,10615,15423,REF 08-13 New Discoveries Document,REF 08-13 New Discoveries Document,
Yunnan,Xichou,604,Non-occupied I,8581,8581,BHL2008,BHL2008,
Yunnan,Xichou,605,Non-occupied II,784,784,BHL2008,BHL2008,
Yunnan,Xichou,606,Xichou County Maijiuping Bauxite Mine,20049.2,20049.2,"?????????????????????????, https://wenku.baidu.com/view/497a2ff9f705cc17552709b4.html","?????????????????????????, https://wenku.baidu.com/view/497a2ff9f705cc17552709b4.html",
Yunnan,Xichou,607,Xichou County Qincaitang Bauxite Mine,4231,4231,BHL2008,BHL2008,
Yunnan,Xichou,608,"Yunnan Xigang Abrasive Co., Ltd. Maijiuping Bauxite Mine",569,569,BHL2008,BHL2008,
Yunnan,Xishan,609,Xishan District Dapuji Bauxite Mine,124,124,BHL2008,BHL2008,
Yunnan,Xishan,610,"Xishan District Falu Village, Fenghuang Village Bauxite Mine",574,574,BHL2008,BHL2008,
Yunnan,Xishan,611,Xishan District Shalang Bauxite Mine,251,251,BHL2008,BHL2008,
Yunnan,Xishan,612,Xishan District Tiefeng'an Bauxite Mine,109,109,BHL2008,BHL2008,
Yunnan,Yanshan,613,Yanshan County Hongsheke Bauxite Mine,5666,13931,CM Research,CM Research,
